engagement_id,campaign_id,hcp_id,rep_id,territory_id,engagement_date,channel,engagement_type,opened,clicked,attended,response_score
ENG000543,CAMP0020,HCP0464,REP008,T008,2025-01-19,Webinar,Registered,True,False,False,43
ENG000544,CAMP0020,HCP0260,REP020,T008,2025-01-24,Field Event,Opened Content,True,False,False,58
ENG000545,CAMP0020,HCP0248,REP020,T008,2025-02-16,Email,Attended,True,False,False,59
ENG000546,CAMP0020,HCP0248,REP008,T008,2025-01-28,Digital Ad,Registered,True,False,False,54
ENG000547,CAMP0020,HCP0116,REP032,T008,2025-02-24,Webinar,Registered,True,False,False,5
ENG000548,CAMP0020,HCP0368,REP008,T008,2025-02-01,Webinar,Registered,False,False,True,48
ENG000549,CAMP0020,HCP0248,REP008,T008,2025-01-27,Email,Registered,True,False,False,86
ENG000550,CAMP0020,HCP0296,REP032,T008,2025-02-13,Email,Clicked Link,False,False,False,75
ENG000551,CAMP0020,HCP0248,REP008,T008,2025-02-23,Email,Registered,True,True,False,90
ENG000552,CAMP0020,HCP0464,REP032,T008,2025-02-14,Field Event,Registered,True,False,False,76
ENG000553,CAMP0020,HCP0296,REP032,T008,2025-01-16,Field Event,Attended,True,False,False,40
ENG000554,CAMP0020,HCP0224,REP032,T008,2025-02-15,Digital Ad,Downloaded,False,False,False,15
ENG000555,CAMP0020,HCP0224,REP032,T008,2025-01-20,Digital Ad,Opened Content,True,False,True,5
ENG000556,CAMP0020,HCP0068,REP032,T008,2025-01-07,Digital Ad,Clicked Link,False,False,False,27
ENG000557,CAMP0020,HCP0296,REP020,T008,2024-12-28,Email,Downloaded,True,True,False,50
ENG000558,CAMP0020,HCP0248,REP032,T008,2025-02-14,Webinar,Registered,True,True,True,27
ENG000559,CAMP0020,HCP0464,REP020,T008,2025-01-08,Webinar,Opened Content,False,False,False,45
ENG000560,CAMP0020,HCP0068,REP032,T008,2025-02-13,Webinar,Downloaded,True,True,False,95
ENG000561,CAMP0021,HCP0429,REP033,T009,2025-05-19,Email,Downloaded,True,False,False,92
ENG000562,CAMP0021,HCP0381,REP033,T009,2025-06-25,Digital Ad,Attended,True,True,True,31
ENG000563,CAMP0021,HCP0201,REP033,T009,2025-06-22,Email,Opened Content,True,True,False,93
ENG000564,CAMP0021,HCP0033,REP021,T009,2025-07-17,Field Event,Opened Content,True,True,False,90
ENG000565,CAMP0021,HCP0225,REP009,T009,2025-06-10,Digital Ad,Opened Content,False,False,False,40
ENG000566,CAMP0021,HCP0201,REP021,T009,2025-06-13,Email,Downloaded,True,False,False,74
ENG000567,CAMP0021,HCP0225,REP009,T009,2025-06-17,Email,Attended,True,False,True,34
ENG000568,CAMP0021,HCP0225,REP009,T009,2025-06-25,Field Event,Clicked Link,False,False,True,39
ENG000569,CAMP0021,HCP0237,REP009,T009,2025-06-30,Webinar,Clicked Link,False,False,False,57
ENG000570,CAMP0021,HCP0021,REP033,T009,2025-06-05,Field Event,Registered,False,False,True,53
ENG000571,CAMP0021,HCP0081,REP033,T009,2025-07-08,Digital Ad,Attended,False,False,False,74
ENG000572,CAMP0021,HCP0201,REP009,T009,2025-05-16,Digital Ad,Clicked Link,False,False,False,66
ENG000573,CAMP0021,HCP0081,REP021,T009,2025-06-24,Field Event,Registered,True,False,True,2
ENG000574,CAMP0021,HCP0069,REP033,T009,2025-06-01,Webinar,Clicked Link,False,False,False,71
ENG000575,CAMP0021,HCP0081,REP021,T009,2025-06-22,Field Event,Downloaded,False,False,False,82
ENG000576,CAMP0021,HCP0381,REP009,T009,2025-05-27,Webinar,Opened Content,True,True,False,28
ENG000577,CAMP0021,HCP0393,REP021,T009,2025-05-18,Digital Ad,Registered,False,False,False,43
ENG000578,CAMP0021,HCP0141,REP009,T009,2025-06-06,Digital Ad,Opened Content,False,False,True,16
ENG000579,CAMP0021,HCP0069,REP009,T009,2025-06-04,Webinar,Clicked Link,True,True,False,32
ENG000580,CAMP0021,HCP0357,REP033,T009,2025-06-27,Field Event,Downloaded,True,False,False,33
ENG000581,CAMP0021,HCP0321,REP033,T009,2025-07-07,Field Event,Opened Content,True,True,False,90
ENG000582,CAMP0021,HCP0357,REP033,T009,2025-07-08,Webinar,Opened Content,True,True,False,3
ENG000583,CAMP0021,HCP0057,REP021,T009,2025-07-11,Digital Ad,Opened Content,False,False,True,52
ENG000584,CAMP0021,HCP0081,REP021,T009,2025-07-16,Field Event,Opened Content,True,False,False,31
ENG000585,CAMP0021,HCP0237,REP033,T009,2025-07-03,Webinar,Clicked Link,True,False,False,93
ENG000586,CAMP0021,HCP0033,REP021,T009,2025-06-23,Webinar,Opened Content,True,False,False,67
ENG000587,CAMP0021,HCP0057,REP021,T009,2025-06-08,Digital Ad,Registered,False,False,False,24
ENG000588,CAMP0021,HCP0033,REP021,T009,2025-05-16,Webinar,Opened Content,True,False,True,30
ENG000589,CAMP0021,HCP0393,REP009,T009,2025-07-06,Webinar,Clicked Link,True,True,False,17
ENG000590,CAMP0021,HCP0069,REP021,T009,2025-06-23,Webinar,Attended,True,False,True,31
ENG000591,CAMP0021,HCP0069,REP009,T009,2025-05-19,Email,Downloaded,True,False,False,84
ENG000592,CAMP0021,HCP0429,REP009,T009,2025-05-29,Email,Downloaded,False,False,False,36
ENG000593,CAMP0021,HCP0057,REP033,T009,2025-05-08,Webinar,Attended,True,True,True,20
ENG000594,CAMP0021,HCP0213,REP021,T009,2025-06-04,Digital Ad,Registered,True,False,False,65
ENG000595,CAMP0021,HCP0213,REP033,T009,2025-05-05,Field Event,Downloaded,True,False,False,80
ENG000596,CAMP0021,HCP0201,REP033,T009,2025-05-14,Digital Ad,Clicked Link,True,False,False,97
ENG000597,CAMP0022,HCP0442,REP022,T010,2025-02-18,Webinar,Registered,True,False,False,89
ENG000598,CAMP0022,HCP0478,REP010,T010,2025-02-13,Webinar,Opened Content,False,False,False,43
ENG000599,CAMP0022,HCP0298,REP010,T010,2025-02-12,Webinar,Opened Content,False,False,False,34
ENG000600,CAMP0022,HCP0130,REP034,T010,2025-01-16,Email,Registered,True,False,False,50
ENG000601,CAMP0022,HCP0130,REP010,T010,2025-01-20,Field Event,Opened Content,True,True,False,59
ENG000602,CAMP0022,HCP0178,REP010,T010,2025-03-01,Email,Opened Content,False,False,False,77
ENG000603,CAMP0022,HCP0058,REP022,T010,2025-01-16,Email,Opened Content,True,False,False,79
ENG000604,CAMP0022,HCP0430,REP022,T010,2025-02-11,Email,Attended,False,False,True,49
ENG000605,CAMP0022,HCP0466,REP034,T010,2025-01-19,Webinar,Downloaded,True,True,False,74
ENG000606,CAMP0022,HCP0334,REP034,T010,2025-01-16,Email,Opened Content,True,False,False,3
ENG000607,CAMP0022,HCP0058,REP022,T010,2025-01-17,Webinar,Registered,True,True,False,46
ENG000608,CAMP0022,HCP0394,REP034,T010,2025-02-28,Field Event,Clicked Link,True,False,False,89
ENG000609,CAMP0022,HCP0274,REP034,T010,2025-02-13,Digital Ad,Attended,True,False,True,46
ENG000610,CAMP0022,HCP0238,REP010,T010,2025-01-20,Webinar,Registered,True,True,False,17
ENG000611,CAMP0022,HCP0382,REP010,T010,2025-01-24,Webinar,Registered,True,True,False,34
ENG000612,CAMP0022,HCP0250,REP010,T010,2025-02-01,Webinar,Clicked Link,True,False,True,65
ENG000613,CAMP0022,HCP0166,REP022,T010,2025-01-22,Webinar,Opened Content,True,False,False,27
ENG000614,CAMP0022,HCP0430,REP010,T010,2025-01-22,Webinar,Clicked Link,True,False,False,51
ENG000615,CAMP0022,HCP0082,REP010,T010,2025-02-10,Field Event,Registered,True,False,False,67
ENG000616,CAMP0022,HCP0298,REP010,T010,2025-01-27,Field Event,Downloaded,True,False,True,69
ENG000617,CAMP0022,HCP0334,REP034,T010,2025-02-23,Digital Ad,Attended,True,True,False,90
ENG000618,CAMP0022,HCP0010,REP034,T010,2025-01-26,Webinar,Registered,False,False,False,46
ENG000619,CAMP0022,HCP0226,REP022,T010,2025-02-13,Field Event,Attended,True,False,False,55
ENG000620,CAMP0022,HCP0454,REP022,T010,2025-02-04,Digital Ad,Registered,True,False,False,18
ENG000621,CAMP0022,HCP0130,REP022,T010,2025-01-19,Webinar,Registered,True,False,False,89
ENG000622,CAMP0022,HCP0190,REP010,T010,2025-02-09,Digital Ad,Registered,True,False,False,93
ENG000623,CAMP0022,HCP0346,REP022,T010,2025-01-17,Field Event,Clicked Link,False,False,False,77
ENG000624,CAMP0022,HCP0358,REP034,T010,2025-01-21,Field Event,Opened Content,True,False,False,49
ENG000625,CAMP0022,HCP0262,REP022,T010,2025-01-29,Field Event,Registered,True,False,True,10
ENG000626,CAMP0022,HCP0490,REP010,T010,2025-02-16,Email,Registered,True,False,False,57
ENG000627,CAMP0022,HCP0226,REP010,T010,2025-01-17,Email,Registered,True,False,False,55
ENG000628,CAMP0022,HCP0022,REP010,T010,2025-02-27,Field Event,Clicked Link,True,False,False,34
ENG000629,CAMP0022,HCP0214,REP034,T010,2025-02-23,Field Event,Registered,True,True,False,76
ENG000630,CAMP0022,HCP0286,REP022,T010,2025-02-07,Digital Ad,Clicked Link,True,False,False,95
ENG000631,CAMP0022,HCP0466,REP010,T010,2025-02-21,Digital Ad,Downloaded,False,False,False,28
ENG000632,CAMP0022,HCP0166,REP010,T010,2025-01-26,Digital Ad,Opened Content,True,True,False,92
ENG000633,CAMP0022,HCP0226,REP034,T010,2025-02-09,Email,Downloaded,True,False,False,46
ENG000634,CAMP0022,HCP0094,REP034,T010,2025-01-24,Email,Attended,False,False,False,51
ENG000635,CAMP0022,HCP0298,REP034,T010,2025-01-26,Email,Registered,True,True,False,35
ENG000636,CAMP0022,HCP0478,REP034,T010,2025-02-24,Digital Ad,Opened Content,True,True,False,62
ENG000637,CAMP0023,HCP0155,REP023,T011,2025-04-01,Field Event,Opened Content,True,False,False,82
ENG000638,CAMP0023,HCP0383,REP011,T011,2025-03-08,Field Event,Clicked Link,True,False,False,20
ENG000639,CAMP0023,HCP0287,REP011,T011,2025-03-24,Webinar,Registered,True,True,False,2
ENG000640,CAMP0023,HCP0275,REP035,T011,2025-03-31,Digital Ad,Opened Content,True,True,True,13
ENG000641,CAMP0023,HCP0155,REP023,T011,2025-03-08,Webinar,Clicked Link,True,True,False,5
ENG000642,CAMP0023,HCP0227,REP035,T011,2025-02-07,Digital Ad,Registered,True,False,False,97
ENG000643,CAMP0023,HCP0311,REP035,T011,2025-04-06,Email,Registered,True,False,False,59
ENG000644,CAMP0023,HCP0155,REP011,T011,2025-04-08,Field Event,Opened Content,True,False,False,33
ENG000645,CAMP0023,HCP0275,REP011,T011,2025-04-11,Webinar,Attended,True,False,True,38
ENG000646,CAMP0023,HCP0155,REP035,T011,2025-03-02,Digital Ad,Registered,True,False,False,51
ENG000647,CAMP0023,HCP0383,REP035,T011,2025-03-09,Digital Ad,Registered,False,False,False,75
ENG000648,CAMP0023,HCP0311,REP023,T011,2025-03-06,Webinar,Opened Content,True,False,False,28
ENG000649,CAMP0023,HCP0155,REP023,T011,2025-02-27,Webinar,Downloaded,True,True,False,39
ENG000650,CAMP0023,HCP0227,REP011,T011,2025-03-18,Webinar,Registered,False,False,False,16
ENG000651,CAMP0023,HCP0383,REP011,T011,2025-02-17,Digital Ad,Attended,False,False,False,51
ENG000652,CAMP0023,HCP0155,REP023,T011,2025-03-06,Digital Ad,Downloaded,True,True,False,4
ENG000653,CAMP0023,HCP0311,REP035,T011,2025-03-24,Digital Ad,Attended,False,False,False,85
ENG000654,CAMP0023,HCP0155,REP035,T011,2025-03-22,Digital Ad,Registered,True,True,False,97
ENG000655,CAMP0023,HCP0275,REP035,T011,2025-02-12,Field Event,Attended,False,False,False,28
ENG000656,CAMP0023,HCP0227,REP035,T011,2025-03-16,Digital Ad,Downloaded,True,False,True,42
ENG000657,CAMP0023,HCP0275,REP035,T011,2025-03-15,Email,Opened Content,True,False,True,80
ENG000658,CAMP0023,HCP0311,REP023,T011,2025-02-02,Email,Registered,True,False,False,23
ENG000659,CAMP0024,HCP0264,REP012,T012,2026-01-28,Field Event,Clicked Link,False,False,True,15
ENG000660,CAMP0024,HCP0180,REP012,T012,2026-02-13,Digital Ad,Registered,True,True,False,25
ENG000661,CAMP0024,HCP0420,REP036,T012,2026-01-16,Field Event,Attended,True,False,False,100
ENG000662,CAMP0024,HCP0480,REP024,T012,2026-01-08,Digital Ad,Opened Content,True,True,True,50
ENG000663,CAMP0024,HCP0264,REP036,T012,2026-03-04,Webinar,Attended,False,False,True,98
ENG000664,CAMP0024,HCP0036,REP036,T012,2026-02-12,Webinar,Attended,True,False,False,25
ENG000665,CAMP0024,HCP0036,REP036,T012,2026-03-06,Webinar,Opened Content,True,False,False,51
ENG000666,CAMP0024,HCP0420,REP024,T012,2026-02-28,Webinar,Registered,True,True,False,16
ENG000667,CAMP0024,HCP0072,REP012,T012,2026-03-05,Webinar,Clicked Link,False,False,True,91
ENG000668,CAMP0024,HCP0180,REP012,T012,2026-03-03,Webinar,Downloaded,True,False,False,48
ENG000669,CAMP0024,HCP0180,REP036,T012,2026-04-01,Email,Attended,True,True,False,90
ENG000670,CAMP0024,HCP0072,REP024,T012,2026-03-03,Field Event,Opened Content,False,False,False,95
ENG000671,CAMP0024,HCP0072,REP024,T012,2026-02-03,Field Event,Registered,True,False,True,41
ENG000672,CAMP0024,HCP0180,REP012,T012,2026-02-02,Digital Ad,Clicked Link,True,True,False,53
ENG000673,CAMP0024,HCP0180,REP036,T012,2026-01-09,Email,Opened Content,True,False,False,22
ENG000674,CAMP0024,HCP0036,REP036,T012,2026-03-14,Email,Downloaded,True,False,False,73
ENG000675,CAMP0024,HCP0072,REP036,T012,2026-01-25,Email,Opened Content,True,False,False,34
ENG000676,CAMP0024,HCP0468,REP024,T012,2026-04-07,Digital Ad,Opened Content,False,False,False,23
ENG000677,CAMP0024,HCP0408,REP012,T012,2026-02-27,Webinar,Clicked Link,True,False,False,74
ENG000678,CAMP0024,HCP0168,REP036,T012,2026-01-05,Webinar,Attended,True,True,False,24
ENG000679,CAMP0024,HCP0036,REP012,T012,2026-01-08,Webinar,Opened Content,True,False,False,29
ENG000680,CAMP0024,HCP0408,REP024,T012,2026-01-19,Webinar,Attended,False,False,False,68
ENG000681,CAMP0024,HCP0168,REP012,T012,2026-03-05,Webinar,Downloaded,False,False,False,5
ENG000682,CAMP0024,HCP0408,REP024,T012,2026-02-28,Webinar,Opened Content,True,False,False,40
ENG000683,CAMP0024,HCP0468,REP024,T012,2026-01-16,Field Event,Registered,False,False,True,91
ENG000684,CAMP0024,HCP0036,REP024,T012,2026-02-25,Field Event,Registered,True,False,True,54
ENG000685,CAMP0024,HCP0480,REP024,T012,2026-02-26,Webinar,Opened Content,True,True,False,45
ENG000686,CAMP0024,HCP0360,REP024,T012,2026-01-03,Digital Ad,Clicked Link,True,True,False,86
ENG000687,CAMP0024,HCP0168,REP012,T012,2026-03-11,Digital Ad,Downloaded,False,False,False,86
ENG000688,CAMP0024,HCP0360,REP012,T012,2026-02-13,Email,Clicked Link,False,False,False,97
ENG000689,CAMP0024,HCP0420,REP012,T012,2026-02-10,Field Event,Downloaded,True,True,False,35
ENG000690,CAMP0024,HCP0180,REP036,T012,2026-02-27,Email,Opened Content,True,False,False,30
ENG000691,CAMP0024,HCP0072,REP012,T012,2026-02-05,Field Event,Registered,True,False,False,26
ENG000692,CAMP0024,HCP0420,REP036,T012,2026-02-09,Digital Ad,Downloaded,True,False,False,45
ENG000693,CAMP0024,HCP0264,REP024,T012,2026-01-21,Webinar,Opened Content,True,False,True,53
ENG000694,CAMP0024,HCP0420,REP012,T012,2026-02-05,Email,Registered,True,False,False,51
ENG000695,CAMP0024,HCP0168,REP036,T012,2026-03-12,Digital Ad,Downloaded,True,True,False,97
ENG000696,CAMP0024,HCP0264,REP036,T012,2026-03-03,Digital Ad,Registered,True,False,False,29
ENG000697,CAMP0025,HCP0049,REP037,T001,2025-05-12,Webinar,Downloaded,False,False,False,72
ENG000698,CAMP0025,HCP0085,REP037,T001,2025-05-03,Webinar,Attended,True,True,True,63
ENG000699,CAMP0025,HCP0181,REP025,T001,2025-04-16,Email,Attended,True,False,False,24
ENG000700,CAMP0025,HCP0181,REP037,T001,2025-05-09,Field Event,Attended,True,False,False,50
ENG000701,CAMP0025,HCP0133,REP013,T001,2025-06-04,Webinar,Opened Content,True,False,False,6
ENG000702,CAMP0025,HCP0409,REP025,T001,2025-04-17,Field Event,Registered,True,True,False,98
ENG000703,CAMP0025,HCP0469,REP037,T001,2025-04-16,Email,Clicked Link,True,False,False,49
ENG000704,CAMP0025,HCP0265,REP025,T001,2025-05-23,Field Event,Opened Content,False,False,False,74
ENG000705,CAMP0025,HCP0469,REP013,T001,2025-06-16,Email,Downloaded,True,False,True,98
ENG000706,CAMP0025,HCP0265,REP025,T001,2025-06-18,Digital Ad,Registered,True,False,False,99
ENG000707,CAMP0025,HCP0277,REP025,T001,2025-06-11,Email,Downloaded,True,True,False,85
ENG000708,CAMP0025,HCP0073,REP037,T001,2025-04-21,Webinar,Downloaded,True,True,False,41
ENG000709,CAMP0025,HCP0289,REP013,T001,2025-06-08,Email,Opened Content,False,False,True,13
ENG000710,CAMP0025,HCP0409,REP025,T001,2025-06-24,Field Event,Opened Content,True,True,True,32
ENG000711,CAMP0025,HCP0001,REP037,T001,2025-05-09,Digital Ad,Downloaded,False,False,False,49
ENG000712,CAMP0025,HCP0289,REP025,T001,2025-05-01,Email,Registered,True,False,True,99
ENG000713,CAMP0025,HCP0133,REP025,T001,2025-06-13,Email,Opened Content,False,False,True,94
ENG000714,CAMP0025,HCP0085,REP037,T001,2025-05-15,Webinar,Attended,True,True,False,31
ENG000715,CAMP0026,HCP0206,REP002,T002,2025-03-22,Email,Downloaded,True,True,True,44
ENG000716,CAMP0026,HCP0098,REP038,T002,2025-03-23,Email,Downloaded,True,True,False,64
ENG000717,CAMP0026,HCP0470,REP026,T002,2025-03-29,Webinar,Clicked Link,False,False,False,1
ENG000718,CAMP0026,HCP0374,REP014,T002,2025-03-16,Webinar,Downloaded,True,False,False,17
ENG000719,CAMP0026,HCP0278,REP002,T002,2025-03-15,Digital Ad,Downloaded,True,True,True,48
ENG000720,CAMP0026,HCP0206,REP038,T002,2025-03-31,Digital Ad,Downloaded,True,False,True,68
ENG000721,CAMP0026,HCP0074,REP014,T002,2025-03-25,Field Event,Clicked Link,True,False,False,61
ENG000722,CAMP0026,HCP0314,REP014,T002,2025-03-22,Field Event,Clicked Link,True,False,True,99
ENG000723,CAMP0026,HCP0434,REP026,T002,2025-03-22,Digital Ad,Attended,True,False,False,38
ENG000724,CAMP0026,HCP0218,REP026,T002,2025-03-06,Field Event,Attended,False,False,False,80
ENG000725,CAMP0026,HCP0446,REP014,T002,2025-03-12,Webinar,Attended,True,False,False,43
ENG000726,CAMP0026,HCP0470,REP014,T002,2025-03-07,Digital Ad,Opened Content,True,False,False,43
ENG000727,CAMP0026,HCP0002,REP014,T002,2025-03-31,Digital Ad,Attended,True,False,False,48
ENG000728,CAMP0026,HCP0374,REP026,T002,2025-03-22,Webinar,Downloaded,True,False,False,78
ENG000729,CAMP0026,HCP0206,REP014,T002,2025-03-20,Webinar,Downloaded,True,False,False,78
ENG000730,CAMP0026,HCP0326,REP026,T002,2025-03-09,Webinar,Downloaded,False,False,False,4
ENG000731,CAMP0026,HCP0134,REP002,T002,2025-03-30,Field Event,Attended,True,False,False,62
ENG000732,CAMP0026,HCP0134,REP026,T002,2025-03-14,Field Event,Attended,True,False,False,95
ENG000733,CAMP0026,HCP0146,REP038,T002,2025-03-25,Digital Ad,Clicked Link,False,False,False,54
ENG000734,CAMP0026,HCP0050,REP026,T002,2025-03-13,Email,Opened Content,True,False,True,78
ENG000735,CAMP0026,HCP0398,REP026,T002,2025-03-20,Email,Clicked Link,True,False,False,7
ENG000736,CAMP0026,HCP0062,REP026,T002,2025-03-09,Webinar,Registered,False,False,False,56
ENG000737,CAMP0026,HCP0254,REP014,T002,2025-03-09,Field Event,Downloaded,True,True,False,13
ENG000738,CAMP0026,HCP0158,REP038,T002,2025-03-14,Field Event,Attended,False,False,False,43
ENG000739,CAMP0026,HCP0158,REP038,T002,2025-03-10,Digital Ad,Opened Content,True,True,False,60
ENG000740,CAMP0026,HCP0218,REP026,T002,2025-03-06,Field Event,Clicked Link,True,True,False,57
ENG000741,CAMP0026,HCP0266,REP026,T002,2025-03-30,Digital Ad,Opened Content,False,False,False,58
ENG000742,CAMP0026,HCP0122,REP014,T002,2025-03-06,Field Event,Clicked Link,False,False,False,67
ENG000743,CAMP0026,HCP0386,REP026,T002,2025-03-28,Email,Opened Content,True,True,False,9
ENG000744,CAMP0026,HCP0302,REP002,T002,2025-03-19,Digital Ad,Attended,True,True,False,75
ENG000745,CAMP0027,HCP0159,REP003,T003,2026-05-25,Webinar,Registered,False,False,False,86
ENG000746,CAMP0027,HCP0027,REP015,T003,2026-05-13,Field Event,Registered,True,True,False,52
ENG000747,CAMP0027,HCP0471,REP015,T003,2026-05-18,Field Event,Clicked Link,False,False,True,6
ENG000748,CAMP0027,HCP0003,REP003,T003,2026-04-23,Field Event,Opened Content,True,False,False,85
ENG000749,CAMP0027,HCP0159,REP003,T003,2026-04-03,Field Event,Registered,False,False,False,12
ENG000750,CAMP0027,HCP0219,REP003,T003,2026-03-16,Digital Ad,Registered,True,False,False,8
ENG000751,CAMP0027,HCP0459,REP039,T003,2026-04-11,Email,Registered,True,False,True,10
ENG000752,CAMP0027,HCP0219,REP003,T003,2026-04-21,Webinar,Opened Content,True,True,False,25
ENG000753,CAMP0027,HCP0471,REP039,T003,2026-04-26,Email,Opened Content,False,False,False,21
ENG000754,CAMP0027,HCP0327,REP039,T003,2026-05-02,Digital Ad,Opened Content,False,False,False,97
ENG000755,CAMP0027,HCP0387,REP027,T003,2026-04-09,Digital Ad,Opened Content,False,False,False,64
ENG000756,CAMP0027,HCP0291,REP015,T003,2026-04-17,Field Event,Clicked Link,True,False,False,100
ENG000757,CAMP0027,HCP0027,REP039,T003,2026-05-25,Digital Ad,Registered,True,False,False,93
ENG000758,CAMP0027,HCP0459,REP003,T003,2026-04-22,Field Event,Clicked Link,True,False,True,71
ENG000759,CAMP0027,HCP0387,REP027,T003,2026-05-01,Webinar,Registered,True,True,False,56
ENG000760,CAMP0027,HCP0003,REP015,T003,2026-05-22,Email,Attended,False,False,True,21
ENG000761,CAMP0027,HCP0291,REP015,T003,2026-04-07,Digital Ad,Attended,True,False,True,91
ENG000762,CAMP0027,HCP0327,REP015,T003,2026-03-23,Email,Attended,True,False,False,12
ENG000763,CAMP0027,HCP0003,REP039,T003,2026-05-18,Webinar,Downloaded,False,False,True,56
ENG000764,CAMP0027,HCP0219,REP003,T003,2026-05-04,Digital Ad,Attended,True,False,False,3
ENG000765,CAMP0027,HCP0471,REP015,T003,2026-04-12,Field Event,Clicked Link,False,False,False,43
ENG000766,CAMP0027,HCP0159,REP039,T003,2026-04-14,Email,Clicked Link,True,True,True,82
ENG000767,CAMP0027,HCP0003,REP039,T003,2026-04-21,Field Event,Opened Content,False,False,False,43
ENG000768,CAMP0027,HCP0459,REP039,T003,2026-04-05,Digital Ad,Attended,False,False,False,18
ENG000769,CAMP0027,HCP0003,REP039,T003,2026-03-29,Digital Ad,Downloaded,True,False,False,77
ENG000770,CAMP0027,HCP0327,REP039,T003,2026-03-29,Digital Ad,Registered,True,True,True,48
ENG000771,CAMP0027,HCP0291,REP003,T003,2026-04-26,Email,Clicked Link,False,False,True,15
ENG000772,CAMP0027,HCP0387,REP039,T003,2026-03-17,Email,Registered,False,False,True,94
ENG000773,CAMP0027,HCP0387,REP015,T003,2026-05-23,Digital Ad,Attended,True,False,False,39
ENG000774,CAMP0027,HCP0003,REP027,T003,2026-04-02,Email,Opened Content,True,True,True,70
ENG000775,CAMP0027,HCP0219,REP039,T003,2026-05-09,Email,Clicked Link,True,False,False,54
ENG000776,CAMP0027,HCP0291,REP039,T003,2026-04-02,Digital Ad,Attended,True,True,False,77
ENG000777,CAMP0027,HCP0291,REP039,T003,2026-05-12,Field Event,Clicked Link,False,False,False,22
ENG000778,CAMP0027,HCP0327,REP027,T003,2026-03-27,Webinar,Downloaded,True,True,False,74
ENG000779,CAMP0027,HCP0099,REP015,T003,2026-04-02,Webinar,Registered,True,True,False,73
ENG000780,CAMP0027,HCP0291,REP015,T003,2026-03-20,Webinar,Attended,True,True,False,14
ENG000781,CAMP0027,HCP0159,REP039,T003,2026-04-12,Email,Attended,True,True,True,85
ENG000782,CAMP0027,HCP0459,REP003,T003,2026-04-03,Field Event,Opened Content,True,False,False,53
ENG000783,CAMP0027,HCP0027,REP015,T003,2026-05-11,Digital Ad,Attended,False,False,False,46
ENG000784,CAMP0028,HCP0316,REP028,T004,2026-03-25,Digital Ad,Clicked Link,True,False,False,18
ENG000785,CAMP0028,HCP0484,REP040,T004,2026-04-12,Field Event,Clicked Link,True,False,False,52
ENG000786,CAMP0028,HCP0040,REP028,T004,2026-03-25,Field Event,Registered,False,False,True,46
ENG000787,CAMP0028,HCP0100,REP028,T004,2026-03-29,Field Event,Clicked Link,False,False,False,60
ENG000788,CAMP0028,HCP0496,REP028,T004,2026-04-30,Webinar,Attended,True,False,True,76
ENG000789,CAMP0028,HCP0376,REP040,T004,2026-04-28,Digital Ad,Clicked Link,True,False,False,13
ENG000790,CAMP0028,HCP0496,REP004,T004,2026-04-08,Webinar,Downloaded,False,False,True,78
ENG000791,CAMP0028,HCP0184,REP004,T004,2026-04-10,Webinar,Registered,True,False,False,68
ENG000792,CAMP0028,HCP0496,REP028,T004,2026-04-22,Webinar,Opened Content,True,True,True,22
ENG000793,CAMP0028,HCP0316,REP016,T004,2026-04-15,Email,Downloaded,True,True,True,8
ENG000794,CAMP0028,HCP0280,REP004,T004,2026-04-03,Webinar,Attended,True,True,False,56
ENG000795,CAMP0028,HCP0196,REP016,T004,2026-04-25,Digital Ad,Opened Content,True,False,False,73
ENG000796,CAMP0028,HCP0436,REP004,T004,2026-04-07,Webinar,Clicked Link,True,False,False,38
ENG000797,CAMP0028,HCP0292,REP016,T004,2026-04-05,Webinar,Registered,True,False,False,9
ENG000798,CAMP0028,HCP0340,REP028,T004,2026-04-26,Digital Ad,Attended,False,False,False,88
ENG000799,CAMP0028,HCP0436,REP016,T004,2026-04-10,Webinar,Registered,True,True,False,43
ENG000800,CAMP0028,HCP0184,REP004,T004,2026-04-14,Email,Registered,True,True,False,40
ENG000801,CAMP0028,HCP0136,REP040,T004,2026-04-28,Email,Clicked Link,True,True,False,99
ENG000802,CAMP0028,HCP0172,REP028,T004,2026-04-03,Email,Downloaded,True,False,False,67
ENG000803,CAMP0028,HCP0436,REP016,T004,2026-05-01,Email,Opened Content,True,False,True,95
ENG000804,CAMP0028,HCP0040,REP040,T004,2026-04-22,Email,Attended,True,True,False,75
ENG000805,CAMP0028,HCP0376,REP016,T004,2026-04-29,Digital Ad,Registered,False,False,False,26
ENG000806,CAMP0028,HCP0496,REP016,T004,2026-04-18,Webinar,Downloaded,False,False,False,17
ENG000807,CAMP0028,HCP0340,REP016,T004,2026-04-01,Digital Ad,Clicked Link,True,False,False,90
ENG000808,CAMP0028,HCP0268,REP016,T004,2026-04-17,Field Event,Registered,True,False,True,52
ENG000809,CAMP0028,HCP0076,REP016,T004,2026-03-31,Field Event,Downloaded,True,False,False,94
ENG000810,CAMP0029,HCP0401,REP005,T005,2026-05-24,Field Event,Clicked Link,True,True,True,42
ENG000811,CAMP0029,HCP0005,REP017,T005,2026-05-16,Field Event,Downloaded,True,True,True,63
ENG000812,CAMP0029,HCP0005,REP005,T005,2026-05-02,Email,Clicked Link,True,False,False,59
ENG000813,CAMP0029,HCP0281,REP029,T005,2026-04-11,Field Event,Clicked Link,True,False,False,62
