call_id,call_date,hcp_id,rep_id,territory_id,product_id,call_type,call_status,call_duration_minutes,discussion_topic,sample_dropped,next_call_planned_date,engagement_score
CALL008080,2025-08-19,HCP0122,REP014,T002,PROD006,Follow-up,Completed,10,Sample follow-up,False,2025-09-23,81
CALL008081,2025-08-21,HCP0206,REP014,T002,PROD018,Ad hoc,Rescheduled,27,New clinical evidence,False,2025-09-14,31
CALL008082,2025-08-11,HCP0398,REP014,T002,PROD018,Ad hoc,Completed,14,Patient affordability,True,2025-09-18,59
CALL008083,2025-08-05,HCP0050,REP014,T002,PROD008,Follow-up,Completed,19,Dose optimization,True,2025-08-20,31
CALL008084,2025-08-10,HCP0074,REP014,T002,PROD007,Ad hoc,Rescheduled,23,Brand reminder,True,2025-08-29,43
CALL008085,2025-08-19,HCP0170,REP014,T002,PROD003,Follow-up,Rescheduled,19,Brand reminder,True,2025-09-29,47
CALL008086,2025-08-01,HCP0026,REP014,T002,PROD019,Follow-up,Completed,9,Sample follow-up,False,2025-08-29,82
CALL008087,2025-08-11,HCP0290,REP014,T002,PROD010,Planned,Completed,20,Conference invite,True,2025-08-28,50
CALL008088,2025-08-19,HCP0350,REP014,T002,PROD018,Planned,Completed,23,Dose optimization,True,2025-09-26,81
CALL008089,2025-08-12,HCP0014,REP014,T002,PROD016,Planned,Completed,12,Conference invite,False,2025-09-14,61
CALL008090,2025-08-16,HCP0098,REP014,T002,PROD016,Ad hoc,Completed,7,Dose optimization,False,2025-09-30,20
CALL008091,2025-08-30,HCP0362,REP014,T002,PROD011,Planned,Cancelled,40,Dose optimization,False,2025-10-14,91
CALL008092,2025-08-07,HCP0038,REP014,T002,PROD013,Ad hoc,Rescheduled,13,New clinical evidence,True,2025-09-03,14
CALL008093,2025-08-05,HCP0459,REP015,T003,PROD022,Planned,Rescheduled,36,Sample follow-up,False,2025-09-03,92
CALL008094,2025-08-22,HCP0231,REP015,T003,PROD009,Planned,Completed,26,Dose optimization,False,2025-09-06,59
CALL008095,2025-08-26,HCP0171,REP015,T003,PROD016,Ad hoc,Rescheduled,33,Patient affordability,False,2025-10-01,23
CALL008096,2025-08-23,HCP0471,REP015,T003,PROD022,Planned,Completed,28,Brand reminder,True,2025-09-18,51
CALL008097,2025-08-27,HCP0087,REP015,T003,PROD001,Ad hoc,Completed,45,Dose optimization,True,2025-10-01,14
CALL008098,2025-08-04,HCP0003,REP015,T003,PROD004,Follow-up,Rescheduled,44,Patient affordability,True,2025-08-20,80
CALL008099,2025-08-16,HCP0423,REP015,T003,PROD023,Ad hoc,Completed,31,Brand reminder,False,2025-09-05,54
CALL008100,2025-08-26,HCP0351,REP015,T003,PROD016,Planned,Completed,28,Sample follow-up,True,2025-09-30,34
CALL008101,2025-08-27,HCP0063,REP015,T003,PROD010,Planned,Completed,20,Sample follow-up,False,2025-09-26,24
CALL008102,2025-08-10,HCP0195,REP015,T003,PROD016,Ad hoc,Completed,39,Sample follow-up,True,2025-09-13,79
CALL008103,2025-08-14,HCP0375,REP015,T003,PROD011,Planned,Cancelled,41,Sample follow-up,False,2025-09-24,88
CALL008104,2025-08-07,HCP0279,REP015,T003,PROD010,Planned,Rescheduled,30,New clinical evidence,True,2025-09-01,83
CALL008105,2025-08-18,HCP0423,REP015,T003,PROD023,Ad hoc,Completed,39,Sample follow-up,False,2025-09-20,14
CALL008106,2025-08-14,HCP0375,REP015,T003,PROD003,Follow-up,Completed,27,Brand reminder,True,2025-08-28,87
CALL008107,2025-08-28,HCP0399,REP015,T003,PROD005,Ad hoc,Completed,17,Conference invite,True,2025-09-20,45
CALL008108,2025-08-01,HCP0111,REP015,T003,PROD008,Follow-up,Completed,38,Sample follow-up,True,2025-09-02,21
CALL008109,2025-08-23,HCP0315,REP015,T003,PROD021,Follow-up,Completed,35,Sample follow-up,True,2025-09-26,31
CALL008110,2025-08-16,HCP0195,REP015,T003,PROD016,Follow-up,Completed,42,Dose optimization,False,2025-09-01,97
CALL008111,2025-08-13,HCP0327,REP015,T003,PROD008,Planned,Completed,14,New clinical evidence,False,2025-09-01,56
CALL008112,2025-08-13,HCP0495,REP015,T003,PROD009,Ad hoc,Completed,44,Sample follow-up,False,2025-09-13,97
CALL008113,2025-08-29,HCP0099,REP015,T003,PROD003,Planned,Completed,38,Patient affordability,False,2025-10-01,52
CALL008114,2025-08-15,HCP0051,REP015,T003,PROD008,Ad hoc,Completed,24,Sample follow-up,False,2025-09-27,9
CALL008115,2025-08-25,HCP0063,REP015,T003,PROD010,Follow-up,Completed,21,Conference invite,False,2025-09-12,47
CALL008116,2025-08-04,HCP0147,REP015,T003,PROD016,Planned,Completed,39,Brand reminder,True,2025-09-01,20
CALL008117,2025-08-17,HCP0075,REP015,T003,PROD019,Ad hoc,Completed,35,New clinical evidence,False,2025-09-06,47
CALL008118,2025-08-01,HCP0303,REP015,T003,PROD005,Ad hoc,Cancelled,13,Dose optimization,True,2025-09-13,49
CALL008119,2025-08-03,HCP0387,REP015,T003,PROD017,Ad hoc,Completed,8,Conference invite,False,2025-09-04,5
CALL008120,2025-08-18,HCP0039,REP015,T003,PROD011,Follow-up,Completed,23,Patient affordability,False,2025-09-07,93
CALL008121,2025-08-29,HCP0099,REP015,T003,PROD019,Ad hoc,Completed,13,Sample follow-up,False,2025-09-22,69
CALL008122,2025-08-03,HCP0471,REP015,T003,PROD022,Ad hoc,Completed,32,Patient affordability,False,2025-08-27,86
CALL008123,2025-08-24,HCP0207,REP015,T003,PROD018,Planned,Completed,25,Sample follow-up,False,2025-10-08,39
CALL008124,2025-08-20,HCP0423,REP015,T003,PROD015,Planned,Completed,18,Dose optimization,False,2025-09-15,29
CALL008125,2025-08-06,HCP0280,REP016,T004,PROD024,Planned,Completed,40,Sample follow-up,True,2025-09-20,15
CALL008126,2025-08-13,HCP0304,REP016,T004,PROD017,Ad hoc,Completed,32,Sample follow-up,True,2025-09-07,40
CALL008127,2025-08-14,HCP0496,REP016,T004,PROD010,Ad hoc,Completed,13,Patient affordability,False,2025-09-25,46
CALL008128,2025-08-07,HCP0484,REP016,T004,PROD005,Follow-up,Completed,22,Dose optimization,True,2025-09-17,64
CALL008129,2025-08-31,HCP0496,REP016,T004,PROD010,Planned,Completed,32,New clinical evidence,False,2025-09-23,79
CALL008130,2025-08-19,HCP0220,REP016,T004,PROD020,Ad hoc,Completed,34,Conference invite,True,2025-10-03,18
CALL008131,2025-08-11,HCP0232,REP016,T004,PROD017,Ad hoc,Completed,43,Sample follow-up,False,2025-09-14,9
CALL008132,2025-08-10,HCP0076,REP016,T004,PROD022,Planned,Completed,17,Conference invite,True,2025-09-18,97
CALL008133,2025-08-19,HCP0160,REP016,T004,PROD024,Ad hoc,Completed,6,New clinical evidence,False,2025-09-19,64
CALL008134,2025-08-31,HCP0088,REP016,T004,PROD015,Follow-up,Completed,41,Conference invite,False,2025-10-15,85
CALL008135,2025-08-30,HCP0052,REP016,T004,PROD017,Ad hoc,Completed,44,Patient affordability,False,2025-09-18,34
CALL008136,2025-08-29,HCP0028,REP016,T004,PROD020,Ad hoc,Rescheduled,24,New clinical evidence,False,2025-09-18,19
CALL008137,2025-08-27,HCP0292,REP016,T004,PROD015,Planned,Completed,28,Brand reminder,True,2025-09-21,18
CALL008138,2025-08-19,HCP0352,REP016,T004,PROD010,Planned,Completed,8,Patient affordability,False,2025-09-13,16
CALL008139,2025-08-09,HCP0388,REP016,T004,PROD015,Follow-up,Completed,19,Brand reminder,False,2025-08-28,52
CALL008140,2025-08-15,HCP0472,REP016,T004,PROD004,Ad hoc,Cancelled,41,Sample follow-up,True,2025-09-15,45
CALL008141,2025-08-06,HCP0496,REP016,T004,PROD002,Follow-up,Completed,11,Sample follow-up,True,2025-09-11,41
CALL008142,2025-08-02,HCP0196,REP016,T004,PROD010,Ad hoc,Completed,40,Sample follow-up,False,2025-08-31,92
CALL008143,2025-08-05,HCP0004,REP016,T004,PROD024,Ad hoc,Completed,13,New clinical evidence,False,2025-09-14,83
CALL008144,2025-08-30,HCP0184,REP016,T004,PROD009,Ad hoc,Completed,8,Sample follow-up,False,2025-10-09,19
CALL008145,2025-08-15,HCP0412,REP016,T004,PROD008,Follow-up,Completed,15,Conference invite,True,2025-09-24,32
CALL008146,2025-08-24,HCP0088,REP016,T004,PROD007,Follow-up,Completed,34,Brand reminder,False,2025-09-26,6
CALL008147,2025-08-25,HCP0340,REP016,T004,PROD016,Follow-up,Completed,38,Conference invite,True,2025-10-04,65
CALL008148,2025-08-09,HCP0112,REP016,T004,PROD004,Follow-up,Completed,10,Brand reminder,False,2025-09-23,28
CALL008149,2025-08-25,HCP0088,REP016,T004,PROD015,Follow-up,Completed,15,Conference invite,False,2025-09-24,25
CALL008150,2025-08-22,HCP0364,REP016,T004,PROD018,Planned,Completed,22,Brand reminder,False,2025-09-27,65
CALL008151,2025-08-01,HCP0064,REP016,T004,PROD017,Ad hoc,Completed,8,Conference invite,False,2025-08-15,93
CALL008152,2025-08-12,HCP0436,REP016,T004,PROD024,Ad hoc,Completed,24,Dose optimization,True,2025-09-18,79
CALL008153,2025-08-28,HCP0425,REP017,T005,PROD018,Ad hoc,Rescheduled,17,Conference invite,False,2025-09-13,62
CALL008154,2025-08-21,HCP0497,REP017,T005,PROD020,Planned,Rescheduled,39,Conference invite,False,2025-09-26,49
CALL008155,2025-08-22,HCP0413,REP017,T005,PROD024,Planned,Completed,13,Sample follow-up,True,2025-10-05,12
CALL008156,2025-08-06,HCP0029,REP017,T005,PROD023,Follow-up,Completed,12,Sample follow-up,False,2025-08-23,28
CALL008157,2025-08-19,HCP0149,REP017,T005,PROD011,Ad hoc,Completed,27,Conference invite,True,2025-09-15,50
CALL008158,2025-08-08,HCP0341,REP017,T005,PROD021,Follow-up,Completed,23,Patient affordability,False,2025-08-24,87
CALL008159,2025-08-16,HCP0413,REP017,T005,PROD016,Follow-up,Completed,11,Brand reminder,True,2025-09-13,89
CALL008160,2025-08-24,HCP0077,REP017,T005,PROD021,Ad hoc,Completed,36,Conference invite,False,2025-09-24,58
CALL008161,2025-08-17,HCP0245,REP017,T005,PROD020,Planned,Completed,20,Patient affordability,False,2025-09-24,32
CALL008162,2025-08-22,HCP0401,REP017,T005,PROD020,Planned,Rescheduled,37,Brand reminder,True,2025-10-03,2
CALL008163,2025-08-29,HCP0305,REP017,T005,PROD021,Ad hoc,Completed,36,Dose optimization,False,2025-09-27,5
CALL008164,2025-08-06,HCP0413,REP017,T005,PROD016,Follow-up,Completed,25,New clinical evidence,False,2025-09-17,5
CALL008165,2025-08-07,HCP0485,REP017,T005,PROD002,Planned,Completed,8,Conference invite,False,2025-09-17,30
CALL008166,2025-08-05,HCP0293,REP017,T005,PROD009,Planned,Completed,27,Patient affordability,False,2025-08-23,17
CALL008167,2025-08-24,HCP0053,REP017,T005,PROD014,Planned,Completed,16,Conference invite,True,2025-10-03,87
CALL008168,2025-08-04,HCP0341,REP017,T005,PROD005,Ad hoc,Completed,12,Conference invite,False,2025-08-27,83
CALL008169,2025-08-22,HCP0317,REP017,T005,PROD023,Planned,Completed,12,Sample follow-up,False,2025-09-08,23
CALL008170,2025-08-21,HCP0005,REP017,T005,PROD005,Ad hoc,Completed,45,Conference invite,True,2025-09-10,86
CALL008171,2025-08-01,HCP0497,REP017,T005,PROD020,Ad hoc,Completed,9,Brand reminder,False,2025-08-24,8
CALL008172,2025-08-24,HCP0089,REP017,T005,PROD021,Ad hoc,Completed,19,Patient affordability,False,2025-09-21,2
CALL008173,2025-08-02,HCP0473,REP017,T005,PROD018,Ad hoc,Completed,14,Dose optimization,True,2025-08-19,14
CALL008174,2025-08-11,HCP0317,REP017,T005,PROD023,Ad hoc,Completed,31,Brand reminder,True,2025-09-10,45
CALL008175,2025-08-01,HCP0221,REP017,T005,PROD023,Planned,Completed,32,New clinical evidence,False,2025-09-04,55
CALL008176,2025-08-25,HCP0389,REP017,T005,PROD002,Follow-up,Completed,5,Sample follow-up,False,2025-09-18,13
CALL008177,2025-08-16,HCP0341,REP017,T005,PROD021,Follow-up,Completed,32,Brand reminder,True,2025-09-10,30
CALL008178,2025-08-26,HCP0221,REP017,T005,PROD023,Planned,Completed,39,Patient affordability,False,2025-10-05,10
CALL008179,2025-08-05,HCP0341,REP017,T005,PROD005,Planned,Completed,6,Conference invite,False,2025-09-13,93
CALL008180,2025-08-23,HCP0485,REP017,T005,PROD018,Follow-up,Completed,21,Conference invite,True,2025-09-06,13
CALL008181,2025-08-28,HCP0354,REP018,T006,PROD024,Ad hoc,Completed,42,Sample follow-up,False,2025-09-23,45
CALL008182,2025-08-01,HCP0438,REP018,T006,PROD015,Planned,Completed,14,Patient affordability,True,2025-08-31,86
CALL008183,2025-08-12,HCP0366,REP018,T006,PROD016,Planned,Completed,27,Dose optimization,True,2025-09-06,88
CALL008184,2025-08-04,HCP0234,REP018,T006,PROD012,Planned,Completed,45,Sample follow-up,True,2025-09-05,81
CALL008185,2025-08-04,HCP0186,REP018,T006,PROD016,Ad hoc,Completed,25,Conference invite,True,2025-09-11,8
CALL008186,2025-08-24,HCP0450,REP018,T006,PROD014,Planned,Completed,34,Patient affordability,True,2025-10-06,89
CALL008187,2025-08-11,HCP0438,REP018,T006,PROD015,Planned,Completed,15,New clinical evidence,False,2025-08-25,53
CALL008188,2025-08-15,HCP0318,REP018,T006,PROD016,Follow-up,Rescheduled,9,Sample follow-up,True,2025-08-29,91
CALL008189,2025-08-13,HCP0486,REP018,T006,PROD005,Follow-up,Completed,32,Sample follow-up,False,2025-09-04,55
CALL008190,2025-08-14,HCP0186,REP018,T006,PROD008,Follow-up,Completed,11,Brand reminder,False,2025-09-18,77
CALL008191,2025-08-15,HCP0330,REP018,T006,PROD011,Planned,Completed,40,Dose optimization,True,2025-09-14,87
CALL008192,2025-08-10,HCP0090,REP018,T006,PROD022,Ad hoc,Rescheduled,16,Conference invite,True,2025-08-26,21
CALL008193,2025-08-02,HCP0306,REP018,T006,PROD012,Follow-up,Completed,23,Dose optimization,True,2025-09-12,60
CALL008194,2025-08-29,HCP0366,REP018,T006,PROD008,Ad hoc,Completed,9,Sample follow-up,True,2025-09-28,54
CALL008195,2025-08-29,HCP0042,REP018,T006,PROD013,Follow-up,Completed,42,New clinical evidence,True,2025-09-26,55
CALL008196,2025-08-05,HCP0150,REP018,T006,PROD004,Follow-up,Completed,15,Sample follow-up,False,2025-08-19,10
CALL008197,2025-08-16,HCP0162,REP018,T006,PROD014,Planned,Completed,41,Dose optimization,False,2025-09-14,69
CALL008198,2025-08-16,HCP0330,REP018,T006,PROD011,Follow-up,Completed,32,Patient affordability,True,2025-09-27,50
CALL008199,2025-08-08,HCP0354,REP018,T006,PROD008,Follow-up,Rescheduled,16,Dose optimization,False,2025-08-27,39
CALL008200,2025-08-08,HCP0174,REP018,T006,PROD022,Ad hoc,Completed,25,New clinical evidence,False,2025-09-05,2
CALL008201,2025-08-07,HCP0426,REP018,T006,PROD021,Ad hoc,Completed,7,New clinical evidence,False,2025-09-17,63
CALL008202,2025-08-03,HCP0090,REP018,T006,PROD014,Follow-up,Completed,39,Conference invite,True,2025-09-17,7
CALL008203,2025-08-24,HCP0186,REP018,T006,PROD008,Ad hoc,Rescheduled,37,Sample follow-up,True,2025-09-22,49
CALL008204,2025-08-29,HCP0030,REP018,T006,PROD011,Ad hoc,Completed,27,Patient affordability,False,2025-10-07,56
CALL008205,2025-08-28,HCP0186,REP018,T006,PROD024,Follow-up,Completed,10,Sample follow-up,True,2025-10-12,43
CALL008206,2025-08-23,HCP0390,REP018,T006,PROD016,Planned,Completed,36,Dose optimization,False,2025-09-25,58
CALL008207,2025-08-28,HCP0462,REP018,T006,PROD005,Follow-up,Completed,8,New clinical evidence,True,2025-09-27,84
CALL008208,2025-08-12,HCP0294,REP018,T006,PROD016,Ad hoc,Completed,44,Conference invite,False,2025-09-08,32
CALL008209,2025-08-30,HCP0366,REP018,T006,PROD008,Planned,Cancelled,43,Brand reminder,False,2025-09-20,60
CALL008210,2025-08-30,HCP0427,REP019,T007,PROD014,Ad hoc,Completed,8,Sample follow-up,True,2025-10-12,7
CALL008211,2025-08-15,HCP0163,REP019,T007,PROD022,Planned,Completed,25,Brand reminder,False,2025-09-07,71
CALL008212,2025-08-19,HCP0079,REP019,T007,PROD010,Ad hoc,Rescheduled,20,Conference invite,False,2025-09-22,44
CALL008213,2025-08-21,HCP0235,REP019,T007,PROD008,Follow-up,Completed,34,Brand reminder,False,2025-09-21,82
CALL008214,2025-08-25,HCP0343,REP019,T007,PROD012,Follow-up,Completed,45,Sample follow-up,False,2025-09-16,85
CALL008215,2025-08-10,HCP0031,REP019,T007,PROD006,Follow-up,Rescheduled,14,Sample follow-up,True,2025-09-05,62
CALL008216,2025-08-12,HCP0475,REP019,T007,PROD002,Follow-up,Completed,43,Dose optimization,False,2025-09-15,2
CALL008217,2025-08-01,HCP0295,REP019,T007,PROD014,Planned,Completed,30,Patient affordability,False,2025-09-09,46
CALL008218,2025-08-12,HCP0079,REP019,T007,PROD002,Planned,Cancelled,20,Patient affordability,False,2025-09-18,71
CALL008219,2025-08-22,HCP0079,REP019,T007,PROD018,Follow-up,Completed,8,Dose optimization,False,2025-09-06,46
CALL008220,2025-08-25,HCP0331,REP019,T007,PROD018,Follow-up,Completed,16,Conference invite,True,2025-09-20,56
CALL008221,2025-08-18,HCP0019,REP019,T007,PROD008,Follow-up,Completed,18,Sample follow-up,True,2025-09-02,94
CALL008222,2025-08-24,HCP0331,REP019,T007,PROD002,Planned,Completed,36,Sample follow-up,True,2025-09-22,55
CALL008223,2025-08-01,HCP0451,REP019,T007,PROD001,Follow-up,Completed,36,Conference invite,False,2025-08-25,9
CALL008224,2025-08-26,HCP0439,REP019,T007,PROD008,Follow-up,Completed,5,Conference invite,True,2025-10-06,43
CALL008225,2025-08-18,HCP0067,REP019,T007,PROD025,Ad hoc,Completed,35,Brand reminder,True,2025-09-21,26
CALL008226,2025-08-29,HCP0259,REP019,T007,PROD015,Planned,Completed,44,Brand reminder,False,2025-10-10,11
CALL008227,2025-08-29,HCP0379,REP019,T007,PROD003,Planned,Completed,27,Patient affordability,False,2025-09-12,84
CALL008228,2025-08-18,HCP0079,REP019,T007,PROD018,Follow-up,Completed,42,New clinical evidence,True,2025-09-21,24
CALL008229,2025-08-05,HCP0451,REP019,T007,PROD017,Ad hoc,Completed,27,Conference invite,False,2025-08-31,83
CALL008230,2025-08-06,HCP0200,REP020,T008,PROD020,Planned,Completed,16,Conference invite,True,2025-08-31,87
CALL008231,2025-08-26,HCP0236,REP020,T008,PROD004,Ad hoc,Completed,37,Conference invite,True,2025-09-24,89
CALL008232,2025-08-13,HCP0020,REP020,T008,PROD007,Planned,Completed,13,Brand reminder,False,2025-09-23,94
CALL008233,2025-08-29,HCP0452,REP020,T008,PROD003,Follow-up,Completed,35,Conference invite,False,2025-10-01,64
CALL008234,2025-08-01,HCP0500,REP020,T008,PROD002,Follow-up,Completed,37,New clinical evidence,True,2025-08-16,95
CALL008235,2025-08-26,HCP0344,REP020,T008,PROD001,Follow-up,Completed,36,Dose optimization,False,2025-10-09,68
CALL008236,2025-08-07,HCP0236,REP020,T008,PROD012,Planned,Cancelled,23,Conference invite,True,2025-09-05,45
CALL008237,2025-08-10,HCP0356,REP020,T008,PROD018,Planned,Completed,9,Conference invite,True,2025-08-26,26
CALL008238,2025-08-13,HCP0152,REP020,T008,PROD023,Planned,Rescheduled,30,Brand reminder,False,2025-09-16,4
CALL008239,2025-08-11,HCP0320,REP020,T008,PROD007,Planned,Completed,28,New clinical evidence,True,2025-09-19,31
CALL008240,2025-08-25,HCP0368,REP020,T008,PROD021,Ad hoc,Rescheduled,27,Conference invite,False,2025-09-23,53
CALL008241,2025-08-29,HCP0128,REP020,T008,PROD010,Planned,Rescheduled,20,Patient affordability,True,2025-10-09,1
CALL008242,2025-08-27,HCP0128,REP020,T008,PROD010,Planned,Completed,30,Sample follow-up,True,2025-10-08,18
CALL008243,2025-08-15,HCP0488,REP020,T008,PROD024,Planned,Completed,43,Patient affordability,True,2025-08-30,76
CALL008244,2025-08-03,HCP0380,REP020,T008,PROD017,Planned,Rescheduled,5,Brand reminder,True,2025-09-02,2
CALL008245,2025-08-14,HCP0440,REP020,T008,PROD024,Ad hoc,Completed,40,Sample follow-up,False,2025-09-21,36
CALL008246,2025-08-22,HCP0272,REP020,T008,PROD018,Follow-up,Cancelled,10,Dose optimization,True,2025-09-18,5
CALL008247,2025-08-29,HCP0176,REP020,T008,PROD002,Follow-up,Completed,23,Patient affordability,True,2025-09-22,14
CALL008248,2025-08-10,HCP0164,REP020,T008,PROD019,Planned,Completed,13,New clinical evidence,True,2025-09-07,98
CALL008249,2025-08-21,HCP0032,REP020,T008,PROD005,Follow-up,Completed,15,Sample follow-up,False,2025-09-28,1
CALL008250,2025-08-25,HCP0152,REP020,T008,PROD007,Planned,Completed,5,Sample follow-up,False,2025-10-09,83
CALL008251,2025-08-06,HCP0140,REP020,T008,PROD006,Ad hoc,Completed,27,Brand reminder,True,2025-08-21,89
CALL008252,2025-08-12,HCP0140,REP020,T008,PROD014,Planned,Completed,10,Sample follow-up,False,2025-08-26,56
CALL008253,2025-08-27,HCP0128,REP020,T008,PROD002,Planned,Completed,22,Brand reminder,False,2025-09-28,39
CALL008254,2025-08-28,HCP0176,REP020,T008,PROD010,Ad hoc,Completed,19,Patient affordability,False,2025-09-19,63
CALL008255,2025-08-01,HCP0320,REP020,T008,PROD007,Follow-up,Completed,36,Dose optimization,True,2025-08-26,42
CALL008256,2025-08-08,HCP0357,REP021,T009,PROD021,Ad hoc,Completed,36,Patient affordability,True,2025-09-05,75
CALL008257,2025-08-05,HCP0081,REP021,T009,PROD014,Planned,Rescheduled,36,Patient affordability,False,2025-09-07,9
CALL008258,2025-08-03,HCP0237,REP021,T009,PROD007,Planned,Rescheduled,11,Brand reminder,False,2025-09-05,21
CALL008259,2025-08-08,HCP0477,REP021,T009,PROD016,Planned,Completed,34,New clinical evidence,False,2025-09-02,69
CALL008260,2025-08-26,HCP0225,REP021,T009,PROD006,Follow-up,Completed,39,Sample follow-up,False,2025-10-05,87
CALL008261,2025-08-01,HCP0177,REP021,T009,PROD018,Follow-up,Completed,26,Brand reminder,True,2025-08-24,98
CALL008262,2025-08-27,HCP0045,REP021,T009,PROD004,Planned,Completed,30,Patient affordability,False,2025-09-15,48
CALL008263,2025-08-28,HCP0273,REP021,T009,PROD024,Follow-up,Completed,35,New clinical evidence,True,2025-09-19,16
CALL008264,2025-08-01,HCP0405,REP021,T009,PROD012,Ad hoc,Completed,7,Conference invite,False,2025-08-25,30
CALL008265,2025-08-09,HCP0285,REP021,T009,PROD022,Follow-up,Completed,9,Dose optimization,True,2025-09-19,71
CALL008266,2025-08-11,HCP0057,REP021,T009,PROD002,Planned,Completed,29,Brand reminder,True,2025-09-11,88
CALL008267,2025-08-25,HCP0225,REP021,T009,PROD014,Ad hoc,Completed,26,Patient affordability,False,2025-09-15,47
CALL008268,2025-08-15,HCP0381,REP021,T009,PROD020,Planned,Completed,26,Conference invite,False,2025-09-03,62
CALL008269,2025-08-09,HCP0105,REP021,T009,PROD016,Follow-up,Cancelled,23,Dose optimization,True,2025-09-21,6
CALL008270,2025-08-20,HCP0273,REP021,T009,PROD024,Ad hoc,Completed,29,New clinical evidence,False,2025-09-17,41
CALL008271,2025-08-02,HCP0177,REP021,T009,PROD010,Follow-up,Completed,23,Patient affordability,False,2025-08-16,55
CALL008272,2025-08-01,HCP0381,REP021,T009,PROD012,Planned,Completed,15,Dose optimization,True,2025-08-24,82
CALL008273,2025-08-30,HCP0393,REP021,T009,PROD013,Planned,Completed,33,New clinical evidence,True,2025-09-14,55
CALL008274,2025-08-02,HCP0225,REP021,T009,PROD022,Planned,Rescheduled,17,Brand reminder,False,2025-09-10,73
CALL008275,2025-08-29,HCP0477,REP021,T009,PROD024,Planned,Completed,8,Sample follow-up,True,2025-09-30,68
CALL008276,2025-08-21,HCP0237,REP021,T009,PROD023,Ad hoc,Completed,26,Patient affordability,True,2025-09-08,24
CALL008277,2025-08-06,HCP0213,REP021,T009,PROD019,Follow-up,Cancelled,31,New clinical evidence,False,2025-08-25,32
CALL008278,2025-08-26,HCP0429,REP021,T009,PROD002,Ad hoc,Completed,15,Conference invite,False,2025-09-18,89
CALL008279,2025-08-14,HCP0057,REP021,T009,PROD018,Follow-up,Completed,14,Brand reminder,False,2025-09-27,42
CALL008280,2025-08-23,HCP0358,REP022,T010,PROD010,Ad hoc,Completed,40,Dose optimization,True,2025-10-04,72
CALL008281,2025-08-22,HCP0370,REP022,T010,PROD021,Ad hoc,Completed,42,Conference invite,False,2025-09-12,11
CALL008282,2025-08-29,HCP0406,REP022,T010,PROD020,Planned,Completed,23,Conference invite,True,2025-10-10,3
CALL008283,2025-08-07,HCP0334,REP022,T010,PROD005,Follow-up,Completed,34,Patient affordability,False,2025-08-30,91
CALL008284,2025-08-24,HCP0322,REP022,T010,PROD012,Ad hoc,Completed,38,New clinical evidence,True,2025-10-03,9
CALL008285,2025-08-24,HCP0262,REP022,T010,PROD018,Ad hoc,Completed,24,New clinical evidence,False,2025-10-02,18
CALL008286,2025-08-21,HCP0034,REP022,T010,PROD019,Follow-up,Rescheduled,39,Brand reminder,True,2025-10-04,40
CALL008287,2025-08-29,HCP0490,REP022,T010,PROD020,Follow-up,Completed,31,Brand reminder,False,2025-09-17,83
CALL008288,2025-08-09,HCP0190,REP022,T010,PROD006,Follow-up,Completed,11,Conference invite,True,2025-09-07,87
CALL008289,2025-08-22,HCP0058,REP022,T010,PROD010,Ad hoc,Completed,15,New clinical evidence,False,2025-09-14,44
CALL008290,2025-08-24,HCP0202,REP022,T010,PROD016,Planned,Completed,21,Brand reminder,False,2025-09-20,70
CALL008291,2025-08-02,HCP0118,REP022,T010,PROD014,Follow-up,Completed,29,Conference invite,True,2025-08-18,45
CALL008292,2025-08-07,HCP0058,REP022,T010,PROD002,Planned,Completed,28,Sample follow-up,False,2025-08-29,92
CALL008293,2025-08-10,HCP0418,REP022,T010,PROD004,Planned,Completed,38,Brand reminder,False,2025-09-01,57
CALL008294,2025-08-01,HCP0046,REP022,T010,PROD010,Follow-up,Completed,9,Patient affordability,False,2025-09-09,38
CALL008295,2025-08-13,HCP0118,REP022,T010,PROD006,Planned,Cancelled,36,Conference invite,True,2025-09-11,100
CALL008296,2025-08-06,HCP0106,REP022,T010,PROD012,Ad hoc,Completed,9,Dose optimization,False,2025-08-29,98
CALL008297,2025-08-04,HCP0070,REP022,T010,PROD023,Planned,Completed,28,Brand reminder,False,2025-09-07,80
CALL008298,2025-08-20,HCP0310,REP022,T010,PROD003,Planned,Completed,35,New clinical evidence,False,2025-09-13,5
CALL008299,2025-08-18,HCP0442,REP022,T010,PROD021,Planned,Completed,15,Dose optimization,True,2025-09-18,26
CALL008300,2025-08-06,HCP0070,REP022,T010,PROD015,Follow-up,Completed,44,Dose optimization,True,2025-09-19,67
CALL008301,2025-08-06,HCP0322,REP022,T010,PROD020,Follow-up,Completed,30,Conference invite,True,2025-09-12,53
CALL008302,2025-08-18,HCP0190,REP022,T010,PROD014,Ad hoc,Completed,22,Conference invite,False,2025-09-22,83
CALL008303,2025-08-25,HCP0022,REP022,T010,PROD011,Follow-up,Completed,29,New clinical evidence,False,2025-09-18,67
CALL008304,2025-08-13,HCP0274,REP022,T010,PROD005,Follow-up,Cancelled,36,Patient affordability,True,2025-08-31,68
CALL008305,2025-08-26,HCP0370,REP022,T010,PROD005,Follow-up,Completed,17,Conference invite,False,2025-09-23,45
CALL008306,2025-08-04,HCP0226,REP022,T010,PROD002,Planned,Completed,10,Conference invite,True,2025-09-18,96
